step,Grad Norm,loss,F KLDiv,NLL,NLL_val
4662,229448.5625,7683555.5,93033.640625,7590522.0,7684903.974701911
4663,60715.515625,7682703.0,92347.21875,7590356.0,7684903.974701911
4664,246712.28125,7682949.0,92829.109375,7590120.0,7684903.974701911
4665,68388.0390625,7682689.5,92749.109375,7589940.5,7684903.974701911
4666,194254.765625,7682768.5,92154.2578125,7590614.0,7684903.974701911
4667,84041.953125,7682244.0,92848.3671875,7589395.5,7684903.974701911
4668,180257.265625,7681855.5,92246.640625,7589609.0,7684903.974701911
4669,296661.28125,7681707.5,92114.765625,7589592.5,7684903.974701911
4670,66726.015625,7682276.0,92355.7578125,7589920.0,7680348.360602063
4671,314829.34375,7683248.0,92644.28125,7590603.5,7680348.360602063
4672,105440.8125,7681340.5,92440.9765625,7588899.5,7680348.360602063
4673,145182.359375,7682535.5,92857.34375,7589678.0,7680348.360602063
4674,67183.796875,7681644.5,92394.0,7589250.5,7680348.360602063
4675,152726.453125,7681462.0,91980.0390625,7589482.0,7680348.360602063
4676,43407.90234375,7681559.5,92421.765625,7589137.5,7680348.360602063
4677,179381.015625,7681600.5,92852.9765625,7588747.5,7680348.360602063
4678,118212.5,7680844.5,91683.140625,7589161.5,7680348.360602063
4679,175585.890625,7681252.0,92237.9765625,7589014.0,7680348.360602063
4680,199249.59375,7682992.5,92773.765625,7590218.5,7682843.115056002
4681,59179.06640625,7681553.0,92588.25,7588965.0,7682843.115056002
4682,89005.421875,7680360.5,92707.2734375,7587653.0,7682843.115056002
4683,97197.0859375,7682589.5,92466.2421875,7590123.5,7682843.115056002
4684,183614.4375,7680531.5,92509.453125,7588022.0,7682843.115056002
4685,87756.1796875,7681142.5,92413.4609375,7588729.0,7682843.115056002
4686,52314.7890625,7682057.0,93077.1015625,7588980.0,7682843.115056002
4687,89773.96875,7681575.5,92302.3359375,7589273.0,7682843.115056002
4688,148441.390625,7679931.5,92107.90625,7587823.5,7682843.115056002
4689,52895.58203125,7680962.5,92524.7265625,7588438.0,7682843.115056002
4690,147654.328125,7679844.0,91829.953125,7588014.0,7681854.330130314
4691,225772.3125,7680978.0,92028.34375,7588949.5,7681854.330130314
4692,154139.171875,7680731.0,92680.65625,7588050.5,7681854.330130314
4693,148421.203125,7680293.5,92421.671875,7587872.0,7681854.330130314
4694,391326.34375,7679131.5,91958.515625,7587173.0,7681854.330130314
4695,230786.890625,7681455.0,92938.78125,7588516.0,7681854.330130314
4696,253913.5625,7681118.0,92629.28125,7588488.5,7681854.330130314
4697,436577.96875,7680138.5,92370.453125,7587768.0,7681854.330130314
4698,41861.47265625,7679626.5,91971.65625,7587655.0,7681854.330130314
4699,321180.40625,7679441.0,92360.03125,7587081.0,7681854.330130314
4700,185600.0625,7679741.0,91933.078125,7587808.0,7679620.700437629
4701,119713.953125,7679626.0,92240.796875,7587385.0,7679620.700437629
4702,141524.703125,7680828.5,92187.453125,7588641.0,7679620.700437629
4703,154275.015625,7679562.5,92019.796875,7587542.5,7679620.700437629
4704,273100.8125,7678877.5,92048.6953125,7586829.0,7679620.700437629
4705,67626.6328125,7679088.0,92101.890625,7586986.0,7679620.700437629
4706,212337.34375,7680301.5,92425.2265625,7587876.5,7679620.700437629
4707,279224.5,7679217.0,92207.7578125,7587009.0,7679620.700437629
4708,128672.265625,7679095.0,92273.328125,7586821.5,7679620.700437629
4709,117262.5,7678153.5,92030.171875,7586123.5,7679620.700437629
4710,220085.5625,7678257.0,91428.53125,7586828.5,7681885.282418825
4711,146932.015625,7679058.0,91946.765625,7587111.0,7681885.282418825
4712,64420.06640625,7677917.0,92170.0,7585747.0,7681885.282418825
4713,74839.9453125,7678510.0,91938.96875,7586571.0,7681885.282418825
4714,135997.703125,7679045.0,92369.484375,7586675.5,7681885.282418825
4715,152652.546875,7679287.0,92554.65625,7586732.5,7681885.282418825
4716,43246.7421875,7679128.0,92165.15625,7586963.0,7681885.282418825
4717,79100.1015625,7678988.0,92058.65625,7586929.5,7681885.282418825
4718,101049.0234375,7677149.0,91066.296875,7586082.5,7681885.282418825
4719,190832.109375,7678770.5,92062.109375,7586708.5,7681885.282418825
4720,89139.40625,7677711.5,92277.96875,7585433.5,7678642.045351818
4721,331938.625,7679739.5,92147.171875,7587592.5,7678642.045351818
4722,160371.515625,7677827.5,92066.1796875,7585761.5,7678642.045351818
4723,73905.53125,7677624.5,91771.578125,7585853.0,7678642.045351818
4724,114881.71875,7677443.5,91610.046875,7585833.5,7678642.045351818
4725,184502.109375,7678376.0,91981.671875,7586394.5,7678642.045351818
4726,209911.078125,7677742.5,92281.5625,7585461.0,7678642.045351818
4727,114766.9453125,7676650.5,91739.4375,7584911.0,7678642.045351818
4728,489099.03125,7676984.5,91958.3125,7585026.0,7678642.045351818
4729,366429.5,7676883.5,91561.1171875,7585322.5,7678642.045351818
4730,219335.96875,7676975.5,91995.875,7584979.5,7682231.948050141
4731,558622.125,7677107.5,91836.609375,7585271.0,7682231.948050141
4732,244312.75,7677219.0,91788.75,7585430.0,7682231.948050141
4733,236858.984375,7677493.5,92190.09375,7585303.5,7682231.948050141
4734,270399.53125,7676894.0,91918.984375,7584975.0,7682231.948050141
4735,53983.9765625,7677494.0,92082.421875,7585411.5,7682231.948050141
4736,327645.5,7676187.0,91757.3046875,7584429.5,7682231.948050141
4737,384263.625,7675900.0,92051.1875,7583849.0,7682231.948050141
4738,51838.5234375,7676815.0,91688.703125,7585126.5,7682231.948050141
4739,329392.46875,7676278.0,92067.25,7584211.0,7682231.948050141
4740,304822.625,7676882.0,91735.75,7585146.0,7679442.865470914
4741,72197.6796875,7676798.0,92270.1328125,7584528.0,7679442.865470914
4742,403760.0625,7675747.5,91796.7578125,7583950.5,7679442.865470914
4743,367420.15625,7676640.5,91971.0,7584669.5,7679442.865470914
4744,57278.6171875,7675377.5,91948.6171875,7583429.0,7679442.865470914
4745,258811.203125,7676198.0,92054.59375,7584143.5,7679442.865470914
4746,53399.8046875,7675652.0,91635.1640625,7584017.0,7679442.865470914
4747,198960.125,7675384.0,91866.46875,7583517.5,7679442.865470914
4748,74549.1953125,7676015.0,92286.625,7583728.5,7679442.865470914
4749,123217.3125,7675310.0,91743.5703125,7583566.5,7679442.865470914
4750,141179.453125,7676752.5,91954.9375,7584797.5,7676672.917033675
4751,51628.94921875,7676743.5,92171.109375,7584572.5,7676672.917033675
4752,215946.859375,7674064.0,91554.828125,7582509.0,7676672.917033675
4753,164174.765625,7675489.0,91674.1328125,7583815.0,7676672.917033675
4754,37063.046875,7676736.5,91948.984375,7584787.5,7676672.917033675
4755,157586.515625,7674833.0,91770.53125,7583062.5,7676672.917033675
4756,296702.53125,7675609.5,91844.609375,7583765.0,7676672.917033675
4757,141115.53125,7676379.0,92325.5546875,7584053.5,7676672.917033675
4758,186429.796875,7675355.0,92020.984375,7583334.0,7676672.917033675
4759,169497.890625,7675125.5,91939.5703125,7583186.0,7676672.917033675
4760,267829.84375,7675031.5,91422.875,7583608.5,7678281.873267333
4761,498944.71875,7675246.5,91906.2890625,7583340.0,7678281.873267333
4762,99198.84375,7674622.5,91541.4765625,7583081.0,7678281.873267333
4763,421281.75,7674598.5,91590.59375,7583008.0,7678281.873267333
4764,295137.375,7674715.0,91330.7421875,7583384.5,7678281.873267333
4765,255210.03125,7673727.0,91240.90625,7582486.0,7678281.873267333
4766,440674.78125,7675695.0,91423.6875,7584271.5,7678281.873267333
4767,76531.203125,7673803.5,91120.484375,7582683.0,7678281.873267333
4768,406580.0,7675429.0,91817.96875,7583611.0,7678281.873267333
4769,294875.375,7673967.5,91135.8828125,7582831.5,7678281.873267333
4770,240787.1875,7674226.0,91254.40625,7582971.5,7676818.674174115
4771,385576.09375,7673475.5,91544.390625,7581931.0,7676818.674174115
4772,91995.0234375,7673748.5,91754.7890625,7581993.5,7676818.674174115
4773,140433.296875,7672559.5,91301.2421875,7581258.5,7676818.674174115
4774,48831.08203125,7674326.0,91376.421875,7582949.5,7676818.674174115
4775,150955.828125,7674201.5,92072.15625,7582129.5,7676818.674174115
4776,64535.953125,7673122.0,91221.5546875,7581900.5,7676818.674174115
4777,337692.65625,7673472.5,91105.703125,7582367.0,7676818.674174115
4778,200465.25,7673417.5,90887.765625,7582529.5,7676818.674174115
4779,210326.03125,7672974.5,91291.859375,7581682.5,7676818.674174115
4780,318328.53125,7673300.0,90938.875,7582361.0,7676845.124311569
4781,184702.140625,7673385.5,91499.515625,7581886.0,7676845.124311569
4782,72339.5625,7673347.5,91793.8828125,7581553.5,7676845.124311569
4783,200066.84375,7673449.5,91878.578125,7581571.0,7676845.124311569
4784,105876.625,7672342.5,91694.265625,7580648.0,7676845.124311569
4785,142462.546875,7673096.5,91871.8046875,7581224.5,7676845.124311569
4786,209932.15625,7671547.5,91229.1484375,7580318.5,7676845.124311569
4787,64225.2265625,7673446.0,92023.5390625,7581422.5,7676845.124311569
4788,316669.28125,7672548.0,91450.625,7581097.5,7676845.124311569
4789,191520.078125,7673516.5,91532.0859375,7581984.5,7676845.124311569
4790,97148.8125,7672243.5,91163.296875,7581080.0,7678177.761024162
4791,67866.75,7671423.5,90914.4453125,7580509.0,7678177.761024162
4792,69869.734375,7671912.5,90893.546875,7581019.0,7678177.761024162
4793,290568.9375,7671740.5,91388.8828125,7580351.5,7678177.761024162
4794,528008.125,7673377.0,91441.125,7581936.0,7678177.761024162
4795,254985.890625,7672438.5,90928.9765625,7581509.5,7678177.761024162
4796,474473.625,7671302.5,91208.4375,7580094.0,7678177.761024162
4797,582856.1875,7671917.0,91238.21875,7580679.0,7678177.761024162
4798,104492.1328125,7672361.5,91775.84375,7580585.5,7678177.761024162
4799,499863.15625,7672232.5,91524.875,7580707.5,7678177.761024162
4800,308296.0625,7671446.0,91325.3125,7580120.5,7674691.97056901
4801,157560.828125,7671701.0,90919.1484375,7580782.0,7674691.97056901
4802,365982.375,7672648.5,91742.4375,7580906.0,7674691.97056901
4803,49357.83984375,7670975.5,90972.171875,7580003.5,7674691.97056901
4804,414445.3125,7671320.5,90995.34375,7580325.0,7674691.97056901
4805,279379.15625,7673194.5,92005.234375,7581189.5,7674691.97056901
4806,102696.5078125,7671516.5,91898.828125,7579617.5,7674691.97056901
4807,200179.3125,7671080.0,91081.0,7579999.0,7674691.97056901
4808,104600.65625,7671616.5,91339.9453125,7580276.5,7674691.97056901
4809,87741.25,7671054.5,91688.8046875,7579365.5,7674691.97056901
4810,190989.078125,7670963.0,91552.453125,7579410.5,7674585.6072503105
4811,50882.9609375,7670755.0,90647.765625,7580107.0,7674585.6072503105
4812,219537.796875,7672041.5,91741.5390625,7580300.0,7674585.6072503105
4813,241350.765625,7670834.5,91218.6328125,7579616.0,7674585.6072503105
4814,41476.80078125,7670474.0,90978.0078125,7579496.0,7674585.6072503105
4815,264424.71875,7670014.5,91521.375,7578493.0,7674585.6072503105
4816,222776.171875,7669217.0,91026.5,7578190.5,7674585.6072503105
4817,198530.484375,7669980.0,90859.0703125,7579121.0,7674585.6072503105
4818,271513.09375,7670941.5,90969.2734375,7579972.0,7674585.6072503105
4819,114674.9453125,7670604.0,90928.84375,7579675.0,7674585.6072503105
4820,114410.6328125,7670474.0,91317.75,7579156.0,7673388.597838281
4821,228341.875,7669951.5,91072.9765625,7578878.5,7673388.597838281
4822,249230.5625,7670907.0,91737.78125,7579169.0,7673388.597838281
4823,112387.4453125,7669598.0,91063.125,7578535.0,7673388.597838281
4824,286914.5625,7670257.0,91042.296875,7579214.5,7673388.597838281
4825,132697.171875,7669966.5,91148.359375,7578818.0,7673388.597838281
4826,181063.15625,7670385.5,91591.8984375,7578793.5,7673388.597838281
4827,377952.78125,7670991.5,91598.5,7579393.0,7673388.597838281
4828,266621.53125,7670084.5,91079.9921875,7579004.5,7673388.597838281
4829,185178.640625,7668535.0,90937.4375,7577597.5,7673388.597838281
4830,376223.09375,7670851.0,91425.875,7579425.0,7670164.494913262
4831,257219.8125,7669048.5,91192.921875,7577855.5,7670164.494913262
4832,59269.73046875,7668897.5,90878.015625,7578019.5,7670164.494913262
4833,409543.0,7671006.0,91371.078125,7579635.0,7670164.494913262
4834,549387.1875,7671030.5,91649.2890625,7579381.0,7670164.494913262
4835,87040.21875,7669217.0,91061.75,7578155.5,7670164.494913262
4836,321623.4375,7669054.5,90895.65625,7578159.0,7670164.494913262
4837,287583.8125,7668731.0,91216.921875,7577514.0,7670164.494913262
4838,113566.8203125,7667969.0,90782.484375,7577186.5,7670164.494913262
4839,503119.09375,7669716.5,91321.28125,7578395.0,7670164.494913262
4840,362786.21875,7669370.0,91218.53125,7578151.5,7671014.275925092
4841,149456.578125,7668168.0,90861.390625,7577306.5,7671014.275925092
4842,314559.15625,7668504.0,90860.2421875,7577644.0,7671014.275925092
4843,43078.0390625,7669165.5,91420.640625,7577745.0,7671014.275925092
4844,330105.90625,7669389.5,91087.046875,7578302.5,7671014.275925092
4845,133998.703125,7668229.5,90376.3125,7577853.0,7671014.275925092
4846,166969.296875,7668334.5,90751.03125,7577583.5,7671014.275925092
4847,54693.0078125,7668700.5,91118.3515625,7577582.0,7671014.275925092
4848,305089.59375,7668167.5,91213.5625,7576954.0,7671014.275925092
4849,142167.546875,7667887.5,90619.7578125,7577267.5,7671014.275925092
4850,351579.90625,7668365.5,91045.625,7577320.0,7671098.128488512
4851,360567.84375,7668671.0,90714.703125,7577956.5,7671098.128488512
4852,122018.3359375,7668087.0,91157.2421875,7576930.0,7671098.128488512
4853,423569.875,7669336.0,91486.3203125,7577849.5,7671098.128488512
4854,335561.21875,7667094.0,90681.9765625,7576412.0,7671098.128488512
4855,56985.97265625,7666903.0,90545.328125,7576357.5,7671098.128488512
4856,281855.4375,7668503.0,91183.484375,7577319.5,7671098.128488512
4857,88637.9296875,7666223.5,90613.578125,7575610.0,7671098.128488512
4858,225854.84375,7667741.5,90839.6875,7576902.0,7671098.128488512
4859,174102.765625,7666705.5,90957.1796875,7575748.5,7671098.128488512
4860,170991.84375,7666672.5,90627.390625,7576045.0,7671467.867643991
4861,228311.125,7667262.5,91225.015625,7576037.5,7671467.867643991
4862,146522.890625,7667897.5,90906.578125,7576991.0,7671467.867643991
4863,283512.75,7667632.5,91285.2578125,7576347.0,7671467.867643991
4864,92351.109375,7667549.0,91288.59375,7576260.5,7671467.867643991
4865,203396.15625,7667631.5,90728.59375,7576903.0,7671467.867643991
4866,231527.203125,7667763.5,90920.6796875,7576843.0,7671467.867643991
4867,110107.515625,7666894.0,90936.296875,7575957.5,7671467.867643991
4868,229056.796875,7667371.5,91275.234375,7576096.5,7671467.867643991
4869,57618.09375,7667227.0,90959.0546875,7576268.0,7671467.867643991
4870,108488.6953125,7666521.5,90548.78125,7575972.5,7670547.740521909
4871,140173.0,7667177.0,91336.28125,7575840.5,7670547.740521909
4872,158490.421875,7665979.5,91148.84375,7574830.5,7670547.740521909
4873,63182.9140625,7665890.0,91070.4140625,7574819.5,7670547.740521909
4874,52932.5625,7666450.5,91187.09375,7575263.5,7670547.740521909
4875,74373.9765625,7666332.5,90458.8125,7575873.5,7670547.740521909
4876,154109.515625,7665856.5,90625.609375,7575231.0,7670547.740521909
4877,59573.171875,7665919.0,90956.421875,7574962.5,7670547.740521909
4878,178702.296875,7665465.5,90906.46875,7574559.0,7670547.740521909
4879,108134.0703125,7666578.0,90883.53125,7575694.5,7670547.740521909
4880,137264.765625,7665293.5,90752.171875,7574541.5,7669663.067839393
4881,242924.296875,7665950.0,90745.75,7575204.5,7669663.067839393
4882,186921.171875,7666158.5,91024.6875,7575134.0,7669663.067839393
4883,49053.66796875,7664743.5,90154.890625,7574588.5,7669663.067839393
4884,229387.640625,7664438.5,90382.234375,7574056.5,7669663.067839393
4885,309349.3125,7665016.0,90289.234375,7574727.0,7669663.067839393
4886,152492.125,7664887.5,90717.640625,7574170.0,7669663.067839393
4887,49672.58203125,7666318.0,91148.765625,7575169.0,7669663.067839393
4888,127788.2265625,7665065.0,90392.90625,7574672.0,7669663.067839393
4889,252964.046875,7665767.5,91079.1953125,7574688.5,7669663.067839393
4890,287353.5,7666069.5,91044.078125,7575025.5,7669998.47809307
4891,88129.546875,7665052.5,91007.1640625,7574045.5,7669998.47809307
4892,119133.796875,7664743.0,91017.234375,7573726.0,7669998.47809307
4893,125508.71875,7664333.5,90187.453125,7574146.0,7669998.47809307
4894,74198.359375,7664363.0,90410.84375,7573952.0,7669998.47809307
4895,68535.8359375,7664738.0,91113.15625,7573625.0,7669998.47809307
4896,171939.421875,7664110.5,91264.5390625,7572846.0,7669998.47809307
4897,212092.125,7665953.0,91006.296875,7574946.5,7669998.47809307
4898,99888.1640625,7665446.0,90800.265625,7574645.5,7669998.47809307
4899,388960.03125,7664578.5,90467.625,7574111.0,7669998.47809307
4900,378848.09375,7664909.5,90583.234375,7574326.5,7668077.185129898
4901,61256.5625,7663968.0,90929.40625,7573038.5,7668077.185129898
4902,289183.46875,7664347.5,90522.8203125,7573824.5,7668077.185129898
4903,369310.5,7664701.5,91280.6875,7573421.0,7668077.185129898
4904,258010.921875,7663139.0,90660.2421875,7572479.0,7668077.185129898
4905,185698.609375,7663501.5,90119.4453125,7573382.0,7668077.185129898
4906,266262.8125,7663063.0,90533.78125,7572529.0,7668077.185129898
4907,195110.671875,7665104.5,90986.2578125,7574118.0,7668077.185129898
4908,271217.40625,7664589.5,90753.0,7573836.5,7668077.185129898
4909,625282.0625,7663730.0,90577.140625,7573153.0,7668077.185129898
4910,324140.9375,7664327.5,90538.625,7573789.0,7669323.718203544
4911,346143.59375,7663982.0,90485.6875,7573496.5,7669323.718203544
4912,333623.5,7663924.0,90731.484375,7573192.5,7669323.718203544
4913,465957.9375,7663168.0,90775.8359375,7572392.0,7669323.718203544
4914,844246.25,7662746.0,90367.65625,7572378.5,7669323.718203544
4915,186700.28125,7663014.0,90084.421875,7572929.5,7669323.718203544
4916,619862.375,7663061.0,90434.296875,7572626.5,7669323.718203544
4917,315433.28125,7663135.5,90830.6640625,7572305.0,7669323.718203544
4918,595884.75,7662334.0,90341.7578125,7571992.0,7669323.718203544
4919,527340.9375,7663786.5,90360.515625,7573426.0,7669323.718203544
4920,418822.09375,7663076.5,90846.109375,7572230.5,7668592.118656934
4921,661748.9375,7662034.5,90223.859375,7571810.5,7668592.118656934
4922,91691.5,7662876.5,90882.515625,7571994.0,7668592.118656934
4923,570881.125,7662559.5,90411.046875,7572148.5,7668592.118656934
4924,215406.15625,7662507.5,90138.65625,7572369.0,7668592.118656934
4925,364408.03125,7663198.5,91127.4609375,7572071.0,7668592.118656934
4926,306475.125,7661714.0,90647.8984375,7571066.0,7668592.118656934
4927,262047.0,7661628.0,90199.015625,7571429.0,7668592.118656934
4928,345646.6875,7663260.0,90907.328125,7572352.5,7668592.118656934
4929,207706.28125,7662763.5,90781.890625,7571981.5,7668592.118656934
4930,375416.5,7661578.0,90177.015625,7571401.0,7667603.896500129
4931,120816.78125,7662854.0,90484.515625,7572369.5,7667603.896500129
4932,379848.0625,7661978.0,90337.0078125,7571641.0,7667603.896500129
4933,90946.03125,7662562.5,90935.6171875,7571627.0,7667603.896500129
4934,167918.953125,7662966.5,90726.515625,7572240.0,7667603.896500129
4935,147631.921875,7663298.5,90415.640625,7572883.0,7667603.896500129
4936,94223.4921875,7661460.0,90630.1796875,7570830.0,7667603.896500129
4937,62845.38671875,7662850.5,90890.265625,7571960.0,7667603.896500129
4938,90457.7890625,7662411.0,90831.328125,7571579.5,7667603.896500129
4939,69316.6953125,7662349.0,90592.609375,7571756.5,7667603.896500129
4940,220532.46875,7661387.0,90384.453125,7571002.5,7666034.896857093
4941,360897.0,7661447.5,90055.390625,7571392.0,7666034.896857093
4942,158255.84375,7660496.5,90085.3203125,7570411.0,7666034.896857093
4943,168062.078125,7661797.0,90360.171875,7571437.0,7666034.896857093
4944,285999.09375,7660416.0,90458.71875,7569957.5,7666034.896857093
4945,116850.0390625,7661327.0,90647.1953125,7570680.0,7666034.896857093
4946,168859.21875,7659950.0,90356.765625,7569593.0,7666034.896857093
4947,212495.015625,7661700.5,89711.765625,7571988.5,7666034.896857093
4948,47852.58984375,7660861.5,89973.8515625,7570887.5,7666034.896857093
4949,202508.375,7661231.0,90487.4765625,7570743.5,7666034.896857093
4950,51279.38671875,7660510.0,90010.21875,7570500.0,7667290.4342328515
4951,164645.828125,7660873.5,90720.78125,7570152.5,7667290.4342328515
4952,142109.96875,7661348.5,90394.2890625,7570954.0,7667290.4342328515
4953,191546.421875,7662316.0,90682.78125,7571633.0,7667290.4342328515
4954,167415.234375,7660294.0,90262.4765625,7570031.5,7667290.4342328515
4955,106878.796875,7661071.0,90340.8671875,7570730.0,7667290.4342328515
4956,265323.0625,7659615.5,90108.125,7569507.5,7667290.4342328515
4957,137120.71875,7659347.5,90398.890625,7568948.5,7667290.4342328515
4958,130693.921875,7659659.5,90136.265625,7569523.0,7667290.4342328515
4959,190413.6875,7659792.0,90195.6875,7569596.5,7667290.4342328515
4960,154311.953125,7660522.0,90568.2265625,7569954.0,7665573.98914273
4961,412936.96875,7661116.0,90542.7890625,7570573.0,7665573.98914273
4962,126399.2109375,7660083.5,90036.21875,7570047.5,7665573.98914273
4963,504262.0625,7660092.5,90458.3671875,7569634.0,7665573.98914273
4964,448753.03125,7659516.0,90425.796875,7569090.0,7665573.98914273
4965,247556.625,7659132.5,90025.3515625,7569107.0,7665573.98914273
4966,602388.625,7658811.0,90481.46875,7568329.5,7665573.98914273
4967,95171.25,7660162.0,90385.8671875,7569776.0,7665573.98914273
4968,600622.375,7660461.0,90479.7109375,7569981.5,7665573.98914273
4969,451124.09375,7659258.0,90149.7578125,7569108.0,7665573.98914273
4970,260064.71875,7660007.5,90666.609375,7569341.0,7662917.157250774
4971,483250.53125,7658671.5,90018.921875,7568652.5,7662917.157250774
4972,124179.7265625,7659783.5,90541.640625,7569242.0,7662917.157250774
4973,627174.875,7658011.0,89853.6171875,7568157.5,7662917.157250774
4974,241281.15625,7659635.0,90510.828125,7569124.0,7662917.157250774
4975,463497.15625,7658186.5,89673.046875,7568513.5,7662917.157250774
4976,482903.28125,7659893.0,90785.4375,7569107.5,7662917.157250774
4977,287827.34375,7660313.5,90796.6953125,7569517.0,7662917.157250774
4978,621036.0,7658952.0,90299.1484375,7568653.0,7662917.157250774
4979,108555.6015625,7659963.0,90844.40625,7569118.5,7662917.157250774
4980,656152.75,7659029.5,90444.40625,7568585.0,7664454.079067536
4981,249440.484375,7659108.0,90059.6640625,7569048.5,7664454.079067536
4982,433334.53125,7658751.0,90616.4375,7568134.5,7664454.079067536
4983,398711.84375,7659592.5,90573.2890625,7569019.0,7664454.079067536
4984,152889.34375,7659138.5,90345.609375,7568793.0,7664454.079067536
4985,301360.0625,7657903.5,89811.1875,7568092.5,7664454.079067536
4986,64078.38671875,7658063.0,89985.234375,7568078.0,7664454.079067536
4987,345574.75,7659037.0,90096.2734375,7568940.5,7664454.079067536
4988,159616.515625,7658704.5,90495.0859375,7568209.5,7664454.079067536
4989,241839.8125,7658100.0,90142.0078125,7567958.0,7664454.079067536
4990,71083.1015625,7657148.0,89903.5,7567244.5,7664852.519435996
4991,395002.90625,7657408.0,90088.2109375,7567320.0,7664852.519435996
4992,220811.265625,7657659.5,90374.828125,7567284.5,7664852.519435996
4993,395866.6875,7657540.5,90239.734375,7567301.0,7664852.519435996
4994,561163.625,7658889.5,90403.53125,7568486.0,7664852.519435996
4995,105159.9453125,7657784.0,90344.96875,7567439.0,7664852.519435996
4996,253339.9375,7657583.5,90568.5859375,7567015.0,7664852.519435996
4997,78000.7734375,7657201.0,89876.71875,7567324.5,7664852.519435996
4998,190229.84375,7657429.0,89550.7578125,7567878.0,7664852.519435996
4999,66660.5,7657397.5,90070.4921875,7567327.0,7664852.519435996
5000,295801.59375,7657592.5,89935.8203125,7567656.5,7663878.366501242
5001,57063.65625,7658617.5,90216.234375,7568401.5,7663878.366501242
5002,401145.5625,7657885.5,90411.234375,7567474.5,7663878.366501242
5003,290600.125,7657337.0,90147.125,7567190.0,7663878.366501242
5004,95776.6953125,7658201.5,90484.6875,7567717.0,7663878.366501242
5005,378989.6875,7656425.0,89561.609375,7566863.5,7663878.366501242
5006,312101.96875,7656800.0,89507.7421875,7567292.5,7663878.366501242
5007,256816.59375,7657762.0,90036.515625,7567725.5,7663878.366501242
5008,487983.375,7656787.0,89940.703125,7566846.5,7663878.366501242
5009,40640.921875,7657357.5,90095.3359375,7567262.0,7663878.366501242
5010,330555.4375,7657862.5,90381.859375,7567480.5,7665004.467034139
5011,66727.9296875,7656785.5,89753.84375,7567031.5,7665004.467034139
5012,440127.09375,7656555.0,89974.265625,7566580.5,7665004.467034139
5013,449488.21875,7655686.0,89758.9609375,7565927.0,7665004.467034139
5014,200613.46875,7656628.0,90275.3046875,7566352.5,7665004.467034139
5015,510035.53125,7656706.5,89992.3046875,7566714.0,7665004.467034139
5016,96010.125,7655918.5,90201.84375,7565716.5,7665004.467034139
5017,440791.65625,7656673.0,90425.9375,7566247.0,7665004.467034139
5018,405880.625,7655776.0,90311.2265625,7565465.0,7665004.467034139
5019,194519.859375,7656191.0,89830.9375,7566360.0,7665004.467034139
5020,506719.71875,7656511.0,89929.984375,7566581.0,7662855.815442635
5021,44166.2734375,7655479.0,89665.1015625,7565814.0,7662855.815442635
5022,453215.90625,7655974.0,89785.640625,7566188.5,7662855.815442635
5023,72112.390625,7657082.5,90394.484375,7566688.0,7662855.815442635
5024,685056.75,7654777.5,90079.6875,7564698.0,7662855.815442635
5025,346772.625,7655773.5,90224.6015625,7565549.0,7662855.815442635
5026,412479.8125,7657339.0,90368.640625,7566970.5,7662855.815442635
5027,305978.15625,7657083.0,90317.0625,7566766.0,7662855.815442635
5028,384276.21875,7656578.5,90279.421875,7566299.0,7662855.815442635
5029,358715.59375,7655887.0,89847.15625,7566040.0,7662855.815442635
5030,217718.96875,7656200.5,90406.796875,7565793.5,7662319.496698082
5031,290943.125,7655861.0,90874.09375,7564987.0,7662319.496698082
5032,188432.546875,7654314.0,89820.796875,7564493.0,7662319.496698082
5033,445729.4375,7656171.0,89854.5625,7566316.5,7662319.496698082
5034,139023.40625,7654541.5,89852.6875,7564689.0,7662319.496698082
5035,294747.34375,7655173.5,90054.734375,7565119.0,7662319.496698082
5036,272218.5625,7655726.0,90330.5,7565395.5,7662319.496698082
5037,269994.4375,7656571.5,90611.9140625,7565959.5,7662319.496698082
5038,477698.59375,7655044.5,90145.9765625,7564898.5,7662319.496698082
5039,189377.8125,7654472.0,89897.25,7564575.0,7662319.496698082
5040,609831.3125,7656134.5,90133.171875,7566001.5,7661931.186169498
5041,46053.26953125,7655377.0,90678.015625,7564699.0,7661931.186169498
5042,533284.1875,7653862.5,89782.21875,7564080.5,7661931.186169498
5043,82775.53125,7655413.0,89871.765625,7565541.0,7661931.186169498
5044,639708.4375,7655079.0,90180.421875,7564898.5,7661931.186169498
5045,85265.984375,7654913.5,90195.8125,7564717.5,7661931.186169498
5046,631732.1875,7654882.5,90146.7109375,7564736.0,7661931.186169498
5047,124405.7578125,7654611.0,90766.078125,7563845.0,7661931.186169498
5048,612637.75,7653799.5,90141.8125,7563657.5,7661931.186169498
5049,186747.796875,7654714.5,90259.890625,7564454.5,7661931.186169498
5050,534637.9375,7655784.0,90552.734375,7565231.5,7661788.80564235
5051,237371.34375,7654473.5,90460.046875,7564013.5,7661788.80564235
5052,388830.34375,7654112.0,90216.40625,7563895.5,7661788.80564235
5053,186522.25,7655157.0,90104.3125,7565052.5,7661788.80564235
5054,426609.03125,7653601.0,89920.96875,7563680.0,7661788.80564235
5055,288699.5625,7654780.5,90479.578125,7564301.0,7661788.80564235
5056,322999.40625,7653677.5,89331.984375,7564345.5,7661788.80564235
