,file,repeat,Resolution Range (Å),bin,Spacegroup,CCanom
0,thl_1p8A_grid_xval_both.mtz,0,34.35 - 2.00,0,P 61 2 2,0.14192861
1,thl_1p8A_grid_xval_both.mtz,1,34.35 - 2.00,0,P 61 2 2,0.136464
2,thl_1p8A_grid_xval_both.mtz,2,34.35 - 2.00,0,P 61 2 2,0.14182752
